,CAND_ID,avgdonation
0,H0NH02181,1314.316037735849
1,H0IA04145,1784.2592592592594
2,S0KS00232,2042.0204081632653
3,P00013417,594.0
4,H0VA03124,347.22222222222223
5,H0MN05210,2375.438596491228
6,H4NY11138,1103.235294117647
7,H0TX11198,181.87058823529412
8,H6KY01110,1516.5833333333333
9,S0FL00338,354.1914893617021
10,H0GA09170,250.0
11,H0NY17190,2565.0
12,H0AL05163,1860.6153846153845
13,H0PA01309,1865.6097560975609
14,H8VA01147,823.1842105263158
15,H0TX32079,2179.1666666666665
16,H0NV03116,1300.0
17,H0CA25220,2800.0
18,H6TX15162,603.1538461538462
19,P00013433,2125.0
20,H8CA34068,575.0
21,H6PR00082,1642.7307692307693
22,H0VA09121,34.5
23,H0NV03132,1517.9150943396226
24,H8VA11070,495.0
25,H0NM02229,2224.710743801653
26,S0MT00173,581.596777568529
27,H0NC03172,1081.25
28,H2OH17109,1292.4597701149426
29,H0IL03117,500.0
30,H2TX31044,617.0658307210032
31,H8NJ05136,1183.3333333333333
32,H8NJ02166,1825.7349397590363
33,H0TX13228,1103.8461538461538
34,H2TN07103,2467.6470588235293
35,H0CA03078,285.43939393939394
36,H8CA41170,208.03389830508473
37,H0CT02199,911.4782608695652
38,S4SD00049,1423.109649122807
39,H0NY01202,1035.2261904761904
40,H0MN04049,1951.6129032258063
41,S0WY00160,2800.0
42,H8CA12098,1532.0812182741117
43,H0GA07265,1320.0
44,H8TX02166,257.0548987854251
45,H0NY05070,450.0
46,S0ID00180,386.4166666666667
47,H0OR02127,1415.423076923077
48,H2CA33048,1088.888888888889
49,H0TX17195,2016.6666666666667
50,H2CA20094,573.043890865955
51,S2TN00058,2072.222222222222
52,S6PA00217,1393.2307692307693
53,H4CA11081,463.61889250814335
54,H0CA10073,226.25
55,H0TX22302,628.7666666666667
56,S2VA00142,2006.9767441860465
57,H0KS03244,606.875
58,H8NY27176,1814.2857142857142
59,H0GA07208,555.4
60,H0CA31129,713.6363636363636
61,S8ID00027,1454.5454545454545
62,H0CA18068,1235.516129032258
63,H0CA25113,2476.470588235294
64,H0WI03142,2800.0
65,H6FL07140,1663.5263157894738
66,S0NC00327,2800.0
67,H0MI03282,1091.5238095238096
68,S8NJ00483,2800.0
69,H0NY17208,2700.0
70,H0MN03132,250.0
71,H0SC05056,735.3448275862069
72,H2NV04045,2700.0
73,H0IN08213,437.22222222222223
74,H0NY25094,1074.3333333333333
75,S4LA00107,1455.3640350877192
76,H0TX13137,2800.0
77,H4NY04075,1178.5714285714287
78,S0KY00156,2046.862745098039
79,S0NM00116,2500.0
80,H8CT05245,580.8286713286714
81,H8AL02171,2706.6666666666665
82,H0DC00058,1521.4285714285713
83,H0NJ05174,2416.6666666666665
84,H8NY07046,-61.36363636363637
85,H0FL02086,1700.0
86,H8MI08102,1218.5776965265081
87,H0FL03159,2400.0
88,H0NY11094,2800.0
89,H0MN03124,2104.054054054054
90,H4PA21069,1000.0
91,H8PA10147,1184.2857142857142
92,H0VA11127,841.0714285714286
93,H0WI01120,2100.0
94,P40003824,192.5
95,H0NY16143,1242.4883720930231
96,H0OR05104,1168.5714285714287
97,H8MA08170,1025.0
98,H0IN05326,1483.75
99,P00006486,466.62310973245445
100,H2CA15094,606.5750708215297
101,H0VA05160,620.253164556962
102,S4IA00129,267.339353400223
103,H8NM01331,492.1189189189189
104,H4TX10093,1204.0340136054422
105,H6LA04138,2169.5652173913045
106,H8SC04276,1500.0
107,H0MD01216,1800.0
108,H0GA07299,2800.0
109,H8TX32098,460.2648018648019
110,H0TX01108,554.6923076923077
111,H0OH12179,411.0990338164251
112,H0NC09187,677.7119341563786
113,H0NJ03203,2800.0
114,S8WV00119,212.95
115,H8SC04250,1126.0869565217392
116,H2NY06116,1677.4489795918366
117,H6CA44145,581.8181818181819
118,S0TN00144,1783.4804469273743
119,H4NJ12149,1382.8125
120,H8IL09190,793.3333333333334
121,H8VA05114,1722.7777777777778
122,H0FL04157,1190.945945945946
123,H8FL27086,1711.0
124,S8TX00459,1701.9710144927535
125,H0FL23108,1375.0
126,H8CA16065,3679.5
127,H0FL19080,2280.0545454545454
128,H2AZ09035,504.5945945945946
129,H4NY24073,1106.7843137254902
130,P60017852,43.0
131,P00012039,112.76
132,H8PA18199,659.79375
133,H2UT04023,1000.0
134,S2ND00099,481.74074074074076
135,S6CA00584,1218.3424657534247
136,P00010298,382.1021077283372
137,H8IN05188,250.0
138,P00009191,476.0
139,P00014209,497.1666666666667
140,S6IL00334,15.0
141,H0VA10160,2045.2380952380952
142,H0CT05192,261.0
143,S0AL00156,226.39219213816676
144,H0FL13125,525.0
145,H0CA16120,582.1960784313726
146,H6CA05195,2174.0
147,H2SD00068,112.25
148,H0WV03151,186.66666666666666
149,S4PA00121,1316.0174825174824
150,H8NY19058,2024.1964285714287
151,H8MD01094,919.55
152,S0NJ00258,644.3636363636364
153,H0UT01171,2800.0
154,H6CA44103,408.53846153846155
155,H0OH04093,172.47058823529412
156,H8KS03155,1186.0357142857142
157,H8TN06094,2350.0
158,H0CA53131,2100.0
159,H0KY06104,1691.8150684931506
160,H0CA22094,2800.0
161,H0OK05262,2750.0
162,H0CA43108,122.56448694753166
163,H8CA29100,355.1875
164,H6FL02208,2368.75
165,H8IL14083,1653.4965034965035
166,S0TX00324,1202.5
167,H0WA08103,2133.3333333333335
168,H6CA46116,796.9387755102041
169,H0FL22050,1051.875
170,H8TX21307,430.89098532494756
171,S6OR00110,835.8450704225352
172,H0OR02168,2648.7375
173,H0AL02152,1200.0
174,H6OH08315,1044.34375
175,H0IL14197,1266.6666666666667
176,S8MS00196,2170.0
177,H0IL14163,2148.5714285714284
178,H0FL17068,2800.0
179,H8CA45130,105.80906186465292
180,S0CO00567,1675.0
181,H8TX06035,301.3157894736842
182,S4MS00120,1165.0
183,H0IA01174,776.9414893617021
184,H0VA06044,408.8666666666667
185,S8ID00092,1591.7826086956522
186,H4TX24094,1788.7272727272727
187,H8WI01156,1799.0055865921788
188,H0TX24191,2112.5
189,H6NY22098,1985.1851851851852
190,S0KY00339,204.63790760869566
191,H8CA22139,375.0
192,S0TX00233,1822.759493670886
193,H0VA04064,350.0
194,S8MI00281,1542.857142857143
195,P00012567,84.0
196,H8TX07140,761.1276324186343
197,H8TX22313,860.0755364806867
198,H8IL16153,1307.05
199,H0NY16135,2800.0
200,H4PA13199,932.6595744680851
201,S8RI00177,-900.0
202,S2WA00189,601.3
203,H0TX22161,125.0
204,H4NY21079,498.9704433497537
205,H6VT00160,1991.6666666666667
206,H4IN01012,2566.6666666666665
207,H6FL18097,520.9712918660288
208,H4GA12051,1816.4285714285713
209,H0CA40138,375.0
210,H0FL21078,2622.1875
211,S6ID00104,236.15384615384616
212,H8TX16109,592.339393939394
213,S0KS00240,1785.9649122807018
214,S2MA00170,352.74666666666667
215,H4NC06052,2242.1052631578946
216,H0NY24063,780.7908496732026
217,H8OH05036,1067.148148148148
218,S0TN00169,2495.3322475570035
219,H8VA06104,1416.949152542373
220,H6PA02171,228.11111111111111
221,H6GA04129,85.81818181818181
222,H0TX21148,312.4957827607488
223,S6MT00162,720.0
224,P00015297,1.0
225,H2IL02172,534.9357798165138
226,H0TX05125,93.75
227,H0WA08046,1375.342105263158
228,H8CA08120,2424.0
229,H0TX02080,1890.909090909091
230,H8TX25159,177.31724137931033
231,H8CA10209,576.77030162413
232,H4IL12060,721.7340425531914
233,H6CA24303,1194.295081967213
234,H8MN03077,1500.0
235,H0MN02134,2200.0
236,H0NC02109,275.0
237,S6MN00267,439.6666666666667
238,P00006528,150.0
239,H0IN03230,233.33333333333334
240,H0PA13114,656.7142857142857
241,H6PA08277,849.4418604651163
242,H0FL19122,2280.8333333333335
243,H6MD03292,1726.4375
244,H0TX06099,407.96389891696754
245,H0KS01198,2411.764705882353
246,S6AZ00258,2700.0
247,H6MI01226,2266.4444444444443
248,H8GU01046,5600.0
249,H6NE03115,915.0
250,H8FL03046,2066.6666666666665
251,H0MI08141,2800.0
252,H0NY02192,732.8529411764706
253,H0TN07255,2200.1
254,H0CA08127,400.0
255,S8ND00120,366.0
256,H8ND00096,1691.6666666666667
257,S6WY00068,2233.3333333333335
258,H0GA07323,1104.3478260869565
259,H0WI05113,1600.0
260,H0IL14213,1680.0
261,H8NY02104,750.0
262,H0NC11233,678.370786516854
263,S8MN00586,1000.0
264,H8FL08102,175.0
265,S8VA00297,1600.0
266,H8MA02041,2147.2727272727275
267,H8MO08098,1560.0
268,H8NY24090,460.23372781065086
269,H4IA03115,943.8604651162791
270,H8FL06122,2186.046511627907
271,H0OH01081,2170.4827586206898
272,H8MN01279,1991.903409090909
273,H0GA07257,2454.5454545454545
274,H0GA01060,261.0
275,H0MD07106,2725.0
276,H0IL15129,1695.3947368421052
277,H0MI03274,2800.0
278,H4WI06048,1199.5967741935483
279,H0NY22083,2400.0
280,H2CA43245,584.8855421686746
281,H0NC07124,2800.0
