,CAND_ID,avgdonation
0,H8NY21302,2700.0
1,H0NH02181,396.9342202512934
2,H8TX06183,257.3685567010309
3,H8NJ07199,1767.6744186046512
4,S6NV00028,1723.076923076923
5,H6IL06117,748.6088483146067
6,H2CA39136,2564.285714285714
7,H8UT03089,2700.0
8,H4NY11138,856.8877551020408
9,H6KY01110,928.125
10,S0FL00338,181.55311355311355
11,H8CA07056,870.8192771084338
12,H8IA02084,1883.3333333333333
13,H0AL05163,869.4273127753304
14,H8TX21166,21.0
15,H8VA01147,602.0095923261391
16,H6TX15162,1141.2105263157894
17,H6SC07018,248.289156626506
18,H8CA34068,932.09375
19,H6PR00082,1600.15
20,H8CO01154,1788.2222222222222
21,H8NH01194,25.0
22,H8VA11070,166.60393258426967
23,H8NJ05136,942.3927125506073
24,H2OH17109,1021.4230769230769
25,H8CA39232,2063.264705882353
26,H2TX31044,1009.091093117409
27,H8MI11270,2166.6666666666665
28,H8NJ02166,719.2957359009629
29,H2TN07103,1570.4464285714287
30,S2ME00109,587.8715596330276
31,H0CA03078,271.2428447528187
32,H8TX22206,250.0
33,H8CA41170,301.0975609756098
34,S8CA00481,500.0
35,H8AZ09024,1107.5994475138123
36,S4SD00049,1682.7586206896551
37,H8DC01034,1000.0
38,H8NH01178,2345.0
39,H8TX21257,0.0
40,H8AL05190,280.1848404255319
41,H0MN04049,794.3525179856115
42,H8CA12098,873.2751842751843
43,H8FL06155,2556.0
44,H8WA10045,400.0
45,S8TN00352,2620.0
46,H8TX07124,1553.376811594203
47,H8VA08159,635.2352941176471
48,S8IN00049,2300.0
49,H8TX02166,836.2444444444444
50,H2CA33048,891.1764705882352
51,H2CA20094,807.6841294298921
52,S2TN00058,2100.0
53,S6PA00217,285.67423975578254
54,S8PA00346,250.0
55,H4CA11081,395.4096551724138
56,H0CA10073,330.2114285714286
57,S8MO00152,33.333333333333336
58,S2VA00142,218.78537949803447
59,H8NY27176,230.84110606685925
60,H8PA05204,314.98192771084337
61,H4LA05221,1028.1645569620252
62,S8ID00027,1917.4193548387098
63,H8NC07101,198.33533588203167
64,H2FL20043,868.3269230769231
65,H6FL07140,559.8976470588235
66,H8MN01253,100.0
67,H8WA08213,25.0
68,H6NH01230,2700.0
69,H4NY07102,258.57142857142856
70,H8CA36204,1000.0
71,H8OH16157,531.439024390244
72,H2NV04045,1084.769560557342
73,H8MO06092,567.7142857142857
74,S4LA00107,1636.7677725118483
75,H4NY04075,763.56
76,S0KY00156,1553.5714285714287
77,H8IN04124,227.33333333333334
78,H8VA09066,361.2170929507174
79,H8CT05245,686.8583247156153
80,H0DC00058,679.4871794871794
81,H8NY07046,2044.1814946619218
82,H8TX26124,127.45070422535211
83,H4NY19115,5000.0
84,H0FL02086,819.4444444444445
85,H8MI08102,449.01676237777434
86,H8AR02159,401.85116448326056
87,H2NV00050,2309.3023255813955
88,H8NJ08080,390.4
89,H6CA53054,19778.5
90,H4PA21069,552.0121802679658
91,H8PA10147,977.7561983471074
92,H8MA02090,2462.75
93,H8TX02125,2700.0
94,H8TX21190,348.45535909190136
95,H8CA52136,2620.0
96,H8CA42228,144.93309859154928
97,H8TX17149,219.50993377483445
98,H8WA05193,271.06418246916854
99,H8ND00112,298.7046332046332
100,H8HI00012,751.1555555555556
101,H8MA08170,1012.5
102,P00006486,351.6
103,H2CA15094,556.3622848200313
104,H8NY19256,2700.0
105,H8TX11100,208.2336956521739
106,H8FL15271,980.4090909090909
107,S4IA00129,945.5576923076923
108,H8NM01331,455.34613040828765
109,H4TX10093,1304.9891304347825
110,S2VT00136,500.0
111,H6LA04138,1134.516129032258
112,H8SC04276,1300.0
113,H8TX32098,416.49596388014777
114,H6VA02115,82.44444444444444
115,H4PA15087,1554.5454545454545
116,H8GA12078,399.6382252559727
117,H8NJ11217,902.5887640449438
118,S8MS00055,1570.0
119,H8SC04250,793.8059701492538
120,H8TN01079,209.54618473895582
121,H8NY19199,1677.4024390243903
122,H8CA36170,880.9036697247707
123,H2NY06116,901.2833333333333
124,H6CA44145,263.279443254818
125,H4NJ12149,281.46774193548384
126,H8VA05114,1958.48623853211
127,H8FL27086,632.9323671497584
128,H8CA16065,964.5797503467406
129,H0FL19080,1226.936170212766
130,H2AZ09035,921.404833836858
131,H4NY24073,868.1409266409266
132,H8OH09111,557.9268292682926
133,H8PA18199,569.8743718592965
134,H2UT04023,159.32056163731556
135,S2ND00099,222.42462898115724
136,S6CA00584,389.030303030303
137,H8FL12096,1489.4615384615386
138,H8NY27168,1197.7777777777778
139,H2IL20042,814.4495412844037
140,H8IN05188,323.71380471380473
141,H8CA10183,140.0
142,P80003338,0.0
143,S8DE00145,707.175572519084
144,H8IL09224,4340.642857142857
145,S0AL00156,695.75
146,H6CA05195,758.15
147,H8NJ01259,464.09090909090907
148,H2SD00068,259.9306930693069
149,H8CA34126,1524.7619047619048
150,S4PA00121,971.9411764705883
151,S6MD03458,-594.3076923076923
152,P60005915,27.931506849315067
153,H8CA04210,361.42600302800906
154,H8NY19058,1411.8843930635837
155,H6NY18203,2019.0
156,H8MD01094,516.3275590551181
157,H8PA10204,2245.4545454545455
158,H6CA44103,351.81720430107526
159,H8KS03155,440.27498215560314
160,H8TN06094,1571.4285714285713
161,H8WI05173,468.6666666666667
162,H0KY06104,896.6687830687831
163,H6CO04160,250.0
164,H6FL02208,1583.5779816513761
165,H8TX09146,931.8181818181819
166,S6MO00362,208.64444444444445
167,H8TX36024,313.51084337349397
168,H6CA46116,1321.0315789473684
169,H8VA11088,382.6666666666667
170,H8MN02079,2300.0
171,H8TX21307,691.2249034749035
172,H8NY02070,2417.8571428571427
173,H8PA05295,897.4438775510204
174,S6OR00110,756.75
175,H8NJ04162,1025.0
176,H6OH08315,792.4228571428572
177,H8NY04084,1208.5128205128206
178,S8MS00196,1433.4613220815752
179,H0FL17068,1209.090909090909
180,H8CA45130,350.6366386554622
181,H8MI03053,1000.0
182,H0ID01253,2700.0
183,H8TX06035,15248.645161290322
184,H6KS01179,818.1149425287356
185,H8PA01237,1540.0
186,H8CA04194,1080.3552631578948
187,S4MS00120,354.2925
188,H8FL19067,365.331914893617
189,S8ID00092,1535.2941176470588
190,H4TX24094,1313.9324324324325
191,H8WI01156,884.4909090909091
192,H8UT01133,729.6875
193,H8CA22139,151.56109123019007
194,H8HI01218,1177.5510204081634
195,H8PA08141,1127.6744186046512
196,H8KS03106,2084.9056603773583
197,S8MI00281,305.08012776003335
198,H8TX07140,537.3574836543559
199,H8TX22313,527.3934689507495
200,H8MD03173,777.2608695652174
201,H8IL16153,385.0
202,H2NJ02037,2033.3333333333333
203,H4PA13199,824.1621621621622
204,H8MI10108,242.80555555555554
205,S8RI00177,642.375
206,H6NY22114,0.0
207,H6OH09073,127.5
208,S2WA00189,867.1911764705883
209,H8MD02118,347.8529411764706
210,H8TX08080,170.0
211,H6TX18158,2300.0
212,H4NY21079,786.9563567362429
213,H6VT00160,491.09090909090907
214,H8MN08084,828.5714285714286
215,H6FL18097,259.6685645789631
216,H4IN01012,653.1554054054054
217,H8SC07055,2700.0
218,H4CA31071,500.0
219,S6ID00104,130.8
220,H8TX16109,693.4785894206549
221,S2MA00170,74.97943380097551
222,H4NC06052,666.5576923076923
223,H8OH05036,676.203007518797
224,H8FL03053,2010.0
225,H8VA06104,613.1778523489933
226,H8NH02267,2571.4285714285716
227,H6PA02171,380.23348017621146
228,H6GA04129,965.0
229,S6MT00162,281.22473110620416
230,H8NJ11167,1633.3333333333333
231,H2IL02172,610.025641025641
232,H8TX25159,315.9175925925926
233,H0WA08046,483.84475806451616
234,H8CA08120,857.4057971014493
235,H8FL04085,463.625
236,H8PA12085,1400.0
237,H8IA01128,2296.315789473684
238,H8NJ05110,1783.3333333333333
239,H8TN07068,251.37116564417178
240,H8CO06237,1850.0
241,H8CA10209,2300.0
242,H4IL12060,961.3530405405405
243,H6CA24303,792.9179179179179
244,H8MA02116,500.0
245,S8WI00224,609.8801393728223
246,H8LA03078,150.0
247,H8MN03077,1097.3121149897331
248,H8AZ02185,1004.5478087649402
249,H8NH01244,1150.0
250,S6MN00267,350.2604550379198
251,H8MD07083,352.94117647058823
252,H6PA08277,1021.768060836502
253,H6MD03292,973.2508833922261
254,H6MO05189,503.95061728395063
255,H8NC02110,416.44457831325303
256,H6MI01226,1017.7592592592592
257,H8GU01046,720.5337837837837
258,H8LA01122,556.7768595041322
259,H6NE03115,809.2315789473685
260,H2VA06115,2460.0
261,H6WI08163,300.0
262,S8ND00120,734.0963106796116
263,H8TX07082,2086.6666666666665
264,H8NC11103,307.28619528619527
265,H8ND00096,918.8918406072106
266,H8IA03157,2018.148148148148
267,S6WY00068,1754.0088495575221
268,H8NY02104,341.48746911401344
269,H8MO08098,290.0814814814815
270,S8MN00586,570.5166487647691
271,H8FL08102,228.10704960835508
272,S8VA00297,222.46698113207546
273,H8MA02041,1174.565934065934
274,H8NY24090,382.5664739884393
275,H4IA03115,926.0118811881188
276,H8FL06122,1983.52
277,H8OH15134,365.6307086614173
278,H8NM02131,2700.0
279,H4OK02089,-100.0
280,H8MN01279,694.6348875936719
281,S8IN00148,2970.0
282,H2FL00292,287.037037037037
283,H6MD08507,347.8529411764706
284,H4WI06048,557.7576875768758
285,H2CA43245,420.2817133443163
286,H8UT01158,221.97619047619048
287,H8CA39240,972.8997155049786
288,H6MI01028,1300.0
289,H8CO05122,400.0
290,H4MT01041,1663.0
291,H8IL12152,190.0
292,H8IL14158,500.0
293,H8CA50114,1809.0
294,H8NH01210,348.45496439044825
295,H8PA07184,2443.75
296,H8CO02269,140.71428571428572
297,H8IN09107,472.5073608617594
298,H4GA01039,803.7641129032259
299,H8NV03184,1579.1666666666667
300,H2TX03126,1166.954572986069
301,H8CO06138,906.6948501152959
302,H8NH01160,1705.084745762712
303,H0KS03137,1280.3890160183066
304,S0CO00211,2115.3846153846152
305,H8VA02103,2300.0
306,H8NM02172,2300.0
307,H8TX21216,2677.777777777778
308,H4NJ09095,1900.0
309,H0WA03187,559.2695417789757
310,S8NJ00509,1209.805187637969
311,S2WI00219,173.88294446790542
312,H8CA05035,47.18049288441513
313,H8CT05195,1997.142857142857
314,H2SC07066,1348.84
315,H8CT05237,2700.0
316,H8FL17046,5400.0
317,H8LA05099,654.9411764705883
318,H8CO03192,328.03570178508926
319,H8MA03221,473.4375
320,H8NY03151,1366.6884057971015
321,H8AZ01237,1812.857142857143
322,H8FL27060,564.5494071146245
323,H4NY03077,13.0
324,H8CO04091,363.5297569153395
325,H8IN04140,25.0
326,H0PA07082,661.2244897959183
327,H8NM01364,2700.0
328,H8OH12263,1750.0
329,H8CA19051,1197.0588235294117
330,H8CA42061,921.0089485458612
331,H8IA01094,502.3495217071376
332,S8MO00137,1170.4594594594594
333,H2IL13120,531.3421052631579
334,S6AZ00225,553.5365853658536
335,H2OH02085,533.3586956521739
336,H0MA10082,447.3828828828829
337,H4FL26038,1523.9288389513108
338,H8FL15230,1050.376569037657
339,S2IN00091,305.6594193464393
340,H8TX02117,2700.0
341,S8IN00189,2147.670025188917
342,H8KS02199,1036.8978328173375
343,H8GA09074,500.0
344,P60022654,19.02777777777778
345,H6CA17141,153.0
346,H6KS03241,2050.0
347,H0IL14080,775.7079136690647
348,H6FL09179,687.0584795321637
349,H8NY19207,2566.6666666666665
350,H8FL16022,300.0
351,H8IL13176,2700.0
352,H8GU01020,1456.25
353,H2TX27190,1352.2866242038217
354,H8SC04342,1940.0
355,H8KS02140,1112.5
356,H8IL13168,2280.0
357,H8KS03163,2700.0
358,H8TN02101,2020.0
359,H2FL23021,1582.5862068965516
360,H8MN01295,2450.0
361,H8WA08239,960.6296296296297
362,H8WV03055,1633.3333333333333
363,H6NJ13191,772.7459016393443
364,H8IL08101,680.4186046511628
365,H6CO01141,962.0367647058823
366,H8MA07032,744.2619047619048
367,H8GA13027,240.0909090909091
368,H2CA52089,175.55530600786076
369,H8NV03150,300.0
370,H8CA01190,524.8
371,H4MA03022,229.90719257540604
372,H0LA01087,161.00554456981118
373,S8TN00311,2022.6530612244899
374,H4PA12043,362.5
375,H8IL15072,126.23076923076923
376,H8NY27135,500.0
377,H8AL02197,375.7965811965812
378,H8TN06086,2240.0
379,H2MI05119,608.9197530864197
380,S8RI00110,1360.0
381,S0ND00093,1925.3846153846155
382,H8MA01050,11.2
383,H8CA39133,2582.608695652174
384,S4VT00033,58.123520829956234
