,CAND_ID,avgdonation,sumdonation
97,H8TX17149,219.50993377483445,33146.0
98,H8WA05193,271.06418246916854,2044095.0
99,H8ND00112,298.7046332046332,309458.0
100,H8HI00012,751.1555555555556,67604.0
101,H8MA08170,1012.5,2025.0
102,P00006486,351.6,1758.0
103,H2CA15094,556.3622848200313,711031.0
104,H8NY19256,2700.0,5400.0
105,H8TX11100,208.2336956521739,38315.0
106,H8FL15271,980.4090909090909,1380416.0
107,S4IA00129,945.5576923076923,49169.0
108,H8NM01331,455.34613040828765,747223.0
109,H4TX10093,1304.9891304347825,480236.0
110,S2VT00136,500.0,500.0
111,H6LA04138,1134.516129032258,281360.0
112,H8SC04276,1300.0,7800.0
113,H8TX32098,416.49596388014777,3044169.0
114,H6VA02115,82.44444444444444,1484.0
115,H4PA15087,1554.5454545454545,34200.0
116,H8GA12078,399.6382252559727,117094.0
117,H8NJ11217,902.5887640449438,803304.0
118,S8MS00055,1570.0,15700.0
119,H8SC04250,793.8059701492538,106370.0
120,H8TN01079,209.54618473895582,52177.0
121,H8NY19199,1677.4024390243903,275094.0
122,H8CA36170,880.9036697247707,384074.0
123,H2NY06116,901.2833333333333,270385.0
124,H6CA44145,263.279443254818,245903.0
125,H4NJ12149,281.46774193548384,157059.0
126,H8VA05114,1958.48623853211,426950.0
127,H8FL27086,632.9323671497584,655085.0
128,H8CA16065,964.5797503467406,695462.0
129,H0FL19080,1226.936170212766,288330.0
130,H2AZ09035,921.404833836858,609970.0
131,H4NY24073,868.1409266409266,449697.0
132,H8OH09111,557.9268292682926,22875.0
133,H8PA18199,569.8743718592965,226810.0
134,H2UT04023,159.32056163731556,1338930.0
135,S2ND00099,222.42462898115724,10671044.0
136,S6CA00584,389.030303030303,102704.0
137,H8FL12096,1489.4615384615386,19363.0
138,H8NY27168,1197.7777777777778,10780.0
139,H2IL20042,814.4495412844037,88775.0
140,H8IN05188,323.71380471380473,96143.0
141,H8CA10183,140.0,140.0
142,P80003338,0.0,0.0
143,S8DE00145,707.175572519084,92640.0
144,H8IL09224,4340.642857142857,60769.0
145,S0AL00156,695.75,417450.0
146,H6CA05195,758.15,45489.0
147,H8NJ01259,464.09090909090907,5105.0
148,H2SD00068,259.9306930693069,26253.0
149,H8CA34126,1524.7619047619048,64040.0
150,S4PA00121,971.9411764705883,132184.0
151,S6MD03458,-594.3076923076923,-23178.0
152,P60005915,27.931506849315067,2039.0
153,H8CA04210,361.42600302800906,1909775.0
154,H8NY19058,1411.8843930635837,244256.0
155,H6NY18203,2019.0,2019.0
156,H8MD01094,516.3275590551181,327868.0
157,H8PA10204,2245.4545454545455,49400.0
158,H6CA44103,351.81720430107526,261752.0
159,H8KS03155,440.27498215560314,2467301.0
160,H8TN06094,1571.4285714285713,220000.0
161,H8WI05173,468.6666666666667,4218.0
162,H0KY06104,896.6687830687831,1694704.0
163,H6CO04160,250.0,250.0
164,H6FL02208,1583.5779816513761,172610.0
165,H8TX09146,931.8181818181819,10250.0
166,S6MO00362,208.64444444444445,9389.0
167,H8TX36024,313.51084337349397,520428.0
168,H6CA46116,1321.0315789473684,125498.0
169,H8VA11088,382.6666666666667,4592.0
170,H8MN02079,2300.0,4600.0
171,H8TX21307,691.2249034749035,716109.0
172,H8NY02070,2417.8571428571427,135400.0
173,H8PA05295,897.4438775510204,175899.0
174,S6OR00110,756.75,45405.0
175,H8NJ04162,1025.0,3075.0
176,H6OH08315,792.4228571428572,138674.0
177,H8NY04084,1208.5128205128206,47132.0
178,S8MS00196,1433.4613220815752,1019191.0
179,H0FL17068,1209.090909090909,13300.0
180,H8CA45130,350.6366386554622,3129432.0
181,H8MI03053,1000.0,2000.0
182,H0ID01253,2700.0,10800.0
183,H8TX06035,15248.645161290322,945416.0
184,H6KS01179,818.1149425287356,71176.0
185,H8PA01237,1540.0,7700.0
186,H8CA04194,1080.3552631578948,82107.0
187,S4MS00120,354.2925,283434.0
188,H8FL19067,365.331914893617,257559.0
189,S8ID00092,1535.2941176470588,26100.0
190,H4TX24094,1313.9324324324325,97231.0
191,H8WI01156,884.4909090909091,972940.0
192,H8UT01133,729.6875,23350.0
193,H8CA22139,151.56109123019007,3261140.0
194,H8HI01218,1177.5510204081634,57700.0
195,H8PA08141,1127.6744186046512,48490.0
196,H8KS03106,2084.9056603773583,110500.0
197,S8MI00281,305.08012776003335,2196882.0
198,H8TX07140,537.3574836543559,3040906.0
199,H8TX22313,527.3934689507495,985171.0
200,H8MD03173,777.2608695652174,17877.0
201,H8IL16153,385.0,770.0
202,H2NJ02037,2033.3333333333333,12200.0
203,H4PA13199,824.1621621621622,60988.0
204,H8MI10108,242.80555555555554,17482.0
205,S8RI00177,642.375,20556.0
206,H6NY22114,0.0,0.0
207,H6OH09073,127.5,510.0
208,S2WA00189,867.1911764705883,58969.0
209,H8MD02118,347.8529411764706,11827.0
210,H8TX08080,170.0,2550.0
211,H6TX18158,2300.0,2300.0
212,H4NY21079,786.9563567362429,414726.0
213,H6VT00160,491.09090909090907,43216.0
214,H8MN08084,828.5714285714286,11600.0
215,H6FL18097,259.6685645789631,866514.0
216,H4IN01012,653.1554054054054,96667.0
217,H8SC07055,2700.0,2700.0
218,H4CA31071,500.0,500.0
219,S6ID00104,130.8,3270.0
220,H8TX16109,693.4785894206549,275311.0
221,S2MA00170,74.97943380097551,1491116.0
222,H4NC06052,666.5576923076923,173305.0
223,H8OH05036,676.203007518797,179870.0
224,H8FL03053,2010.0,2010.0
225,H8VA06104,613.1778523489933,365454.0
226,H8NH02267,2571.4285714285716,72000.0
227,H6PA02171,380.23348017621146,86313.0
228,H6GA04129,965.0,9650.0
229,S6MT00162,281.22473110620416,7896228.0
230,H8NJ11167,1633.3333333333333,9800.0
231,H2IL02172,610.025641025641,142746.0
232,H8TX25159,315.9175925925926,341191.0
233,H0WA08046,483.84475806451616,239987.0
234,H8CA08120,857.4057971014493,118322.0
235,H8FL04085,463.625,37090.0
236,H8PA12085,1400.0,2800.0
237,H8IA01128,2296.315789473684,43630.0
238,H8NJ05110,1783.3333333333333,37450.0
239,H8TN07068,251.37116564417178,163894.0
240,H8CO06237,1850.0,11100.0
241,H8CA10209,2300.0,2300.0
242,H4IL12060,961.3530405405405,569121.0
243,H6CA24303,792.9179179179179,792125.0
244,H8MA02116,500.0,2500.0
245,S8WI00224,609.8801393728223,2625534.0
246,H8LA03078,150.0,150.0
247,H8MN03077,1097.3121149897331,1068782.0
248,H8AZ02185,1004.5478087649402,504283.0
249,H8NH01244,1150.0,10350.0
250,S6MN00267,350.2604550379198,1616452.0
251,H8MD07083,352.94117647058823,6000.0
252,H6PA08277,1021.768060836502,806175.0
253,H6MD03292,973.2508833922261,275430.0
254,H6MO05189,503.95061728395063,40820.0
255,H8NC02110,416.44457831325303,691298.0
256,H6MI01226,1017.7592592592592,329754.0
257,H8GU01046,720.5337837837837,106639.0
258,H8LA01122,556.7768595041322,67370.0
259,H6NE03115,809.2315789473685,76877.0
260,H2VA06115,2460.0,36900.0
261,H6WI08163,300.0,300.0
262,S8ND00120,734.0963106796116,1890298.0
263,H8TX07082,2086.6666666666665,31300.0
264,H8NC11103,307.28619528619527,91264.0
265,H8ND00096,918.8918406072106,484256.0
266,H8IA03157,2018.148148148148,108980.0
267,S6WY00068,1754.0088495575221,792812.0
268,H8NY02104,341.48746911401344,967434.0
269,H8MO08098,290.0814814814815,39161.0
270,S8MN00586,570.5166487647691,2124604.0
271,H8FL08102,228.10704960835508,87365.0
272,S8VA00297,222.46698113207546,943260.0
273,H8MA02041,1174.565934065934,213771.0
274,H8NY24090,382.5664739884393,1588416.0
275,H4IA03115,926.0118811881188,467636.0
276,H8FL06122,1983.52,99176.0
277,H8OH15134,365.6307086614173,464351.0
278,H8NM02131,2700.0,10800.0
279,H4OK02089,-100.0,-200.0
280,H8MN01279,694.6348875936719,1668513.0
281,S8IN00148,2970.0,29700.0
282,H2FL00292,287.037037037037,7750.0
283,H6MD08507,347.8529411764706,11827.0
284,H4WI06048,557.7576875768758,453457.0
285,H2CA43245,420.2817133443163,255111.0
286,H8UT01158,221.97619047619048,9323.0
287,H8CA39240,972.8997155049786,1367897.0
288,H6MI01028,1300.0,1300.0
289,H8CO05122,400.0,800.0
290,H4MT01041,1663.0,1663.0
291,H8IL12152,190.0,6080.0
292,H8IL14158,500.0,500.0
293,H8CA50114,1809.0,5427.0
294,H8NH01210,348.45496439044825,831762.0
295,H8PA07184,2443.75,78200.0
296,H8CO02269,140.71428571428572,985.0
297,H8IN09107,472.5073608617594,1315933.0
298,H4GA01039,803.7641129032259,398667.0
299,H8NV03184,1579.1666666666667,18950.0
300,H2TX03126,1166.954572986069,1926642.0
301,H8CO06138,906.6948501152959,1179610.0
302,H8NH01160,1705.084745762712,100600.0
303,H0KS03137,1280.3890160183066,1119060.0
304,S0CO00211,2115.3846153846152,27500.0
305,H8VA02103,2300.0,4600.0
306,H8NM02172,2300.0,2300.0
307,H8TX21216,2677.777777777778,24100.0
308,H4NJ09095,1900.0,5700.0
309,H0WA03187,559.2695417789757,622467.0
310,S8NJ00509,1209.805187637969,2192167.0
311,S2WI00219,173.88294446790542,6588077.0
312,H8CA05035,47.18049288441513,543708.0
313,H8CT05195,1997.142857142857,69900.0
314,H2SC07066,1348.84,101163.0
315,H8CT05237,2700.0,8100.0
316,H8FL17046,5400.0,5400.0
317,H8LA05099,654.9411764705883,11134.0
318,H8CO03192,328.03570178508926,937198.0
319,H8MA03221,473.4375,7575.0
320,H8NY03151,1366.6884057971015,188603.0
321,H8AZ01237,1812.857142857143,63450.0
322,H8FL27060,564.5494071146245,142831.0
323,H4NY03077,13.0,13.0
324,H8CO04091,363.5297569153395,433691.0
325,H8IN04140,25.0,25.0
326,H0PA07082,661.2244897959183,64800.0
327,H8NM01364,2700.0,5400.0
328,H8OH12263,1750.0,7000.0
329,H8CA19051,1197.0588235294117,20350.0
330,H8CA42061,921.0089485458612,823382.0
331,H8IA01094,502.3495217071376,2048079.0
332,S8MO00137,1170.4594594594594,43307.0
333,H2IL13120,531.3421052631579,504775.0
334,S6AZ00225,553.5365853658536,22695.0
335,H2OH02085,533.3586956521739,196276.0
336,H0MA10082,447.3828828828829,99319.0
337,H4FL26038,1523.9288389513108,813778.0
338,H8FL15230,1050.376569037657,251040.0
339,S2IN00091,305.6594193464393,4695540.0
340,H8TX02117,2700.0,16200.0
341,S8IN00189,2147.670025188917,852625.0
342,H8KS02199,1036.8978328173375,334918.0
343,H8GA09074,500.0,500.0
344,P60022654,19.02777777777778,685.0
345,H6CA17141,153.0,765.0
346,H6KS03241,2050.0,10250.0
347,H0IL14080,775.7079136690647,539117.0
348,H6FL09179,687.0584795321637,117487.0
349,H8NY19207,2566.6666666666665,15400.0
350,H8FL16022,300.0,600.0
351,H8IL13176,2700.0,21600.0
352,H8GU01020,1456.25,34950.0
353,H2TX27190,1352.2866242038217,212309.0
354,H8SC04342,1940.0,9700.0
355,H8KS02140,1112.5,8900.0
356,H8IL13168,2280.0,54720.0
357,H8KS03163,2700.0,5400.0
358,H8TN02101,2020.0,10100.0
359,H2FL23021,1582.5862068965516,45895.0
360,H8MN01295,2450.0,53900.0
361,H8WA08239,960.6296296296297,25937.0
362,H8WV03055,1633.3333333333333,9800.0
363,H6NJ13191,772.7459016393443,94275.0
364,H8IL08101,680.4186046511628,29258.0
365,H6CO01141,962.0367647058823,130837.0
366,H8MA07032,744.2619047619048,187554.0
367,H8GA13027,240.0909090909091,2641.0
368,H2CA52089,175.55530600786076,312664.0
369,H8NV03150,300.0,300.0
370,H8CA01190,524.8,2624.0
371,H4MA03022,229.90719257540604,99090.0
372,H0LA01087,161.00554456981118,4152494.0
373,S8TN00311,2022.6530612244899,198220.0
374,H4PA12043,362.5,1450.0
375,H8IL15072,126.23076923076923,16410.0
376,H8NY27135,500.0,1000.0
377,H8AL02197,375.7965811965812,219841.0
378,H8TN06086,2240.0,29120.0
379,H2MI05119,608.9197530864197,98645.0
380,S8RI00110,1360.0,8160.0
381,S0ND00093,1925.3846153846155,25030.0
382,H8MA01050,11.2,56.0
383,H8CA39133,2582.608695652174,59400.0
384,S4VT00033,58.123520829956234,717128.0
385,H8MI13284,848.6666666666666,2546.0
386,H0CA15148,900.0,900.0
387,H8NH01285,1070.8333333333333,6425.0
388,H8MT00101,1590.2597402597403,122450.0
389,H8VA05122,2157.1428571428573,15100.0
390,S6NH00091,261.515625,16737.0
391,H8TX23147,1966.6315789473683,74732.0
392,H8LA03037,1115.1785714285713,62450.0
393,H6VA07148,250.0,250.0
394,H6CA03067,812.5,6500.0
395,H8CA50098,312.2920818988947,1723540.0
396,H8MA03171,1868.450892857143,418533.0
397,H8CO02137,2666.6666666666665,64000.0
398,H6MN07304,684.9473684210526,78084.0
399,H8CA48159,2465.0,73950.0
400,S0CA00199,1030.9935550399587,3999224.0
401,H2NY17071,248.8428899082569,216991.0
402,H8NJ07256,575.0,1150.0
403,H2NV02395,966.1434977578475,215450.0
404,H8GA06211,325.7142857142857,4560.0
405,H4CA10075,1195.344827586207,34665.0
406,H8AZ03159,664.2857142857143,27900.0
407,H8MI09134,1357.5757575757575,44800.0
408,H2MA04073,428.314209472982,642043.0
409,H8NY19181,478.4918659349275,4882531.0
410,H8CA01257,323.2373300370828,522998.0
411,H6AZ05083,1364.1791044776119,91400.0
412,H6NY19169,787.6612576064908,1164951.0
413,H2TX01062,850.5555555555555,22965.0
414,S8WY00197,2700.0,10800.0
415,H2CA08164,1220.2293577981652,133005.0
416,H8CO06245,2164.0,71412.0
417,H8CA43143,2700.0,10800.0
418,H8CA47078,1609.6,8048.0
419,H8ID01165,1500.0,3000.0
420,S8MD00260,300.0,900.0
421,H8NV03176,2633.3333333333335,15800.0
422,H4OK05132,997.6438356164383,145656.0
423,H8NM02180,1225.0,4900.0
424,H8ID01199,138.0,2346.0
425,H8MN05221,2384.6153846153848,62000.0
426,P60022043,500.0,500.0
427,H8OH16173,2107.4074074074074,56900.0
428,H0CA19173,777.5551142005959,782998.0
429,H8VA02111,507.84466019417476,1883088.0
430,H6NJ08118,851.752688172043,316852.0
431,H8NJ03073,864.952808988764,384904.0
432,H4MN08083,45137.0,45137.0
433,S6UT00063,2358.535519125683,863224.0
434,H6MI04113,899.8213552361397,438213.0
435,H8IN09081,1077.112676056338,76475.0
436,H8TN06128,600.0,5400.0
437,H8IL16120,232.8139097744361,123857.0
438,S8UT00176,1124.3224967490246,1729208.0
439,H6FL13205,1265.9390476190476,664618.0
440,H8VA04042,1150.0,2300.0
441,H8CA49090,2452.6315789473683,93200.0
442,H8FL02097,389.0878378378378,57585.0
443,H2TX23082,1017.7462686567164,272756.0
444,S8IN00213,2620.0,13100.0
445,H4NY27076,344.09859154929575,48862.0
446,H8MO02208,357.75294811320754,1213498.0
447,H6IL06166,130.80645161290323,4055.0
448,S6KY00120,27500.0,55000.0
449,H4NC10047,1512.313432835821,405300.0
450,S0OH00133,2213.2978723404253,208050.0
451,H8TN02218,2700.0,21600.0
452,H8NY25113,300.0,900.0
453,S4GA11285,2151.693333333333,322754.0
454,H6GA03113,883.7824267782427,211224.0
455,H6MN01174,2700.0,10800.0
456,S8WV00127,2200.2722513089006,420252.0
457,S8MS00246,836.2068965517242,48500.0
458,H8KY02031,735.0,88200.0
459,H8TX04162,150.85365853658536,6185.0
460,H8TN02069,2300.0,2300.0
461,H8TN02127,768.1818181818181,8450.0
462,H8CA10126,421.8422966507177,4408252.0
463,H2MN08111,848.2068965517242,24598.0
464,S8WA00194,365.5119169220293,2147017.0
465,H8NJ02216,2442.8571428571427,17100.0
466,H8NM01372,566.2491228070176,161381.0
467,H8GA01063,183.31701030927834,71127.0
468,H4UT03211,1818.5,3637.0
469,H8NY19215,557.7692307692307,14502.0
470,H6IN09176,986.3611111111111,142036.0
471,H8KS04112,954.8314087759816,826884.0
472,H8NJ02224,2700.0,21600.0
473,H8WA04089,188.2904761904762,118623.0
474,H4FL17037,333.3333333333333,1000.0
475,H8NY23183,253.91729147141518,1083719.0
476,H4AR04048,678.4201680672269,242196.0
477,H8NY03169,1550.0,3100.0
478,S8CT00113,925.0,3700.0
479,H8SC04300,745.0,14900.0
480,H6MN02131,423.06785090273735,1452815.0
481,S8FL00166,191.38421771143388,8551621.0
482,H2CA36439,172.5494214876033,521962.0
483,H8NY24132,1233.3333333333333,7400.0
484,H8MA03114,1124.0497925311204,270896.0
485,P60007440,231.0,231.0
486,H6IA02161,506.98704663212436,195697.0
487,H8FL15180,1444.1538461538462,18774.0
488,H8CA43135,2595.0,5190.0
489,H6FL04105,1225.6701030927834,237780.0
490,H8NC01104,521.18,26059.0
491,H8IN06129,470.54357142857145,658761.0
492,H0TX27061,2004.0,50100.0
493,H8NM03246,125.12903225806451,3879.0
494,H8AZ02136,909.8333333333334,60049.0
495,H8NY18274,409.69603524229075,93001.0
496,H8WI07104,891.6666666666666,5350.0
497,H4NY18109,32.4,162.0
498,H8AK00140,296.24097363083166,730234.0
499,H6KY03124,676.328125,259710.0
500,H8CO02160,494.7298578199052,208776.0
501,H2IA05072,354.33385579937305,226065.0
502,S8WA00319,555.0380134886573,905267.0
503,H6TN08250,410.3333333333333,2462.0
504,H8NM02222,2447.3684210526317,46500.0
505,H0CA48024,1839.6146788990825,200518.0
506,H4CA23011,822.9367088607595,195036.0
507,P00005900,833.5714285714286,5835.0
508,H8OH13147,624.7590361445783,51855.0
509,H8NY19249,858.3333333333334,23175.0
510,H8NJ02232,482.2324929971989,172157.0
511,S6OH00163,118.4088822584347,5159075.0
512,H2MD02160,298.42857142857144,62670.0
513,H8NY24082,2170.0,21700.0
514,S8TX00285,150.7917213610135,39172221.0
515,H8WA08171,2700.0,21600.0
516,H8IL06139,418.8861170153261,3744423.0
517,S0IA00028,2500.0,10000.0
518,H8SD01105,146.27586206896552,4242.0
519,S8NM00226,628.6183206106871,164698.0
520,H8KY04169,559.5454545454545,18465.0
521,H8PA05246,2131.25,34100.0
522,H8CA04152,297.9873344847438,517604.0
523,H8VA07086,1006.7777777777778,36244.0
524,H8OH07123,466.419591207096,1209426.0
525,H8CA45189,707.3197674418604,243318.0
526,S8MO00327,155.94117647058823,2651.0
527,H2SC02059,768.3972602739726,224372.0
528,H8MO02257,466.0,466.0
529,H8WV03048,590.5604260548955,1441558.0
530,H8CA07072,2433.3333333333335,43800.0
531,H8SC05158,922.7725752508361,551818.0
532,H6AZ09010,250.0,250.0
533,H8NJ07181,1672.2222222222222,15050.0
534,H8PA15195,1790.909090909091,39400.0
535,H8MS03141,675.0,5400.0
536,P80003353,-578.4905149051491,-213463.0
537,H6IL11133,857.6271186440678,50600.0
538,H8VA05155,453.2659977703456,2032898.0
539,H8NJ04014,613.518581081081,363203.0
540,H8PA07192,815.5546218487395,97051.0
541,S8PA00262,2619.607843137255,267200.0
542,H2OH03125,544.5833333333334,137235.0
543,H0NY13074,2146.153846153846,55800.0
544,H6NM02101,3314.285714285714,23200.0
545,H8TX05128,1930.7692307692307,125500.0
546,H8OK02197,4010.6,20053.0
547,H8NY12145,1651.095238095238,34673.0
548,H8MA06141,18.571428571428573,260.0
549,H4WA08071,2700.0,10800.0
550,H0AR03055,875.1028806584362,212650.0
551,H8PA01278,1347.2,13472.0
552,H2MI14111,899.2857142857143,163670.0
553,H2OK04055,1440.7587548638132,370275.0
554,H8MI06148,62.5,250.0
555,H8OH01118,334.7314313821938,2041527.0
556,H6TX08100,1705.7136752136753,798274.0
557,H8MT01182,895.8788133221383,6401950.0
558,H8AL01066,387.1,7742.0
559,H8FL22061,1363.4324324324325,50447.0
560,H8CA45163,2700.0,2700.0
561,H8IN06095,2700.0,2700.0
562,S8MN00636,175250.0,1051500.0
563,H8WV03097,1081.8136439267887,650170.0
564,H8CA49082,625.3506763787722,600962.0
565,H8AZ05154,624.2666666666667,9364.0
566,H8ME02185,456.6325098259405,3253050.0
567,S4NE00090,2134.230769230769,55490.0
568,H8CA27120,492.0,492.0
569,S4IA00152,62.5,375.0
570,H8UT03402,684.2777777777778,12317.0
571,H8CA39158,1834.5172413793102,212804.0
572,H6NC09184,600.0,600.0
573,H8IL06121,1107.1176470588234,56463.0
574,H8FL27193,970.648452929559,1474415.0
575,S8AZ00247,1660.2,8301.0
576,H8CO06294,60500.0,60500.0
577,H2CA31125,143.88644120384734,463746.0
578,H6CO07023,268.8045112781955,178755.0
579,S6NV00200,1729.3650793650793,108950.0
580,S8AL00340,643.447619047619,135124.0
581,H6TN09431,3500.0,3500.0
582,H0IL11052,1009.3203883495146,207920.0
583,H8NY16096,1800.0,14400.0
584,H8IN03076,234.12454434993924,385369.0
585,H6OR03064,413.4766355140187,132726.0
586,H8TN02184,216.66666666666666,650.0
587,H8AZ01104,236.68688088910366,979647.0
588,H8NC13067,685.1280906593406,1995093.0
589,H8NC02086,2592.0,64800.0
590,H8OH16108,2306.0493827160494,186790.0
591,H8ID02064,999.2647058823529,135900.0
592,H8KS02181,2700.0,5400.0
593,H6NY03247,1053.835635359116,762977.0
594,S8PA00270,1825.0,7300.0
595,H8NY21203,187.70247933884298,136272.0
596,H8IN04199,850.5597014925373,113975.0
597,H8NH01152,612.0427892234549,386199.0
598,H8NY24108,739.5,1479.0
599,H6NE02125,578.7218453188602,426518.0
600,H8CA45148,1681.2213740458014,220240.0
601,H8TX16133,413.8181818181818,22760.0
602,H4ME02200,540.0,2700.0
603,H8FL27037,2282.222222222222,102700.0
604,H8TX14120,232.8639705882353,63339.0
605,H8CA49058,467.04286892003296,2266092.0
606,H8SD01097,296.7017841971113,349218.0
607,H8GA06393,485.5118213660245,1108909.0
608,H8CA50106,1630.7912087912089,148402.0
609,H8FL27052,1901.3698630136987,138800.0
610,H0IN02190,903.9400352733686,512534.0
611,H4GA11061,635.5448275862069,92154.0
612,H8VA10106,458.0055357848952,3474888.0
613,S8WV00143,664.9459459459459,2165064.0
614,H4KS01059,832.6851851851852,89930.0
615,H8FL17053,928.8447204968944,149544.0
616,H8WI06098,1048.081956797967,1649681.0
617,P00003392,44.20076726342711,34565.0
618,H0RI02139,642.8632075471698,136287.0
619,H2TX29030,300.0,300.0
620,S8NM00200,1137.799283154122,317446.0
621,H8TN03208,280.89084507042253,79773.0
622,H8MI13276,1025.0,12300.0
623,H8NH02275,544.7631578947369,82804.0
624,H8CO07060,2700.0,5400.0
625,H8CA25082,2075.0,16600.0
626,H8MN08068,474.78663594470044,1030287.0
627,H8IL12129,473.6098643006263,1814873.0
628,H0MO01066,743.4074074074074,20072.0
629,H0PA04220,893.0606717226435,824295.0
630,H8TX22107,928.1916932907349,290524.0
631,H8MO03198,180.73076923076923,4699.0
632,H8WI05165,255.29032258064515,63312.0
633,H6NV04020,771.4752824858757,2184818.0
634,H0OH11072,556.2670157068063,637482.0
635,H2NY22139,1199.7116704805492,524274.0
636,S6TN00216,2152.880361173815,953726.0
637,H8NM02156,998.2300751879699,663823.0
638,H8OH16124,1205.7681818181818,530538.0
639,H6MD08457,121.52642487046631,117273.0
640,H8NM01380,1730.0740740740741,93424.0
641,S8TX00442,9532.327272727272,524278.0
642,S8MD00393,269.3333333333333,808.0
643,H8MP00041,983.6734693877551,48200.0
644,S2NV00183,514.918542074364,4209974.0
645,H8NY20056,1166.9417989417989,441104.0
646,H8LA06154,168.77777777777777,4557.0
647,H8VA05148,2700.0,21600.0
648,H8PA07275,168.34782608695653,3872.0
649,H8FL15222,2700.0,5400.0
650,H8OH06133,704.0714285714286,9857.0
651,H6MD08549,46200.296875,5913638.0
652,H8SC03070,151.15220949263502,92354.0
653,H8MI11338,1639.3636363636363,108198.0
654,H8GA09058,104.66403162055336,26480.0
655,H8MI12120,1150.2,5751.0
