,CAND_ID,numdonat
707,H0GA07232,23
708,H4NC12100,37
709,S0CO00518,82
710,S0CO00450,1
711,H6FL18121,3
712,H6CA22125,792
713,H0MN07091,51
714,H0MO07113,45
715,H0MD06231,12
716,H8FL18010,4
717,H4CO04090,2
718,H8OK05109,187
719,S0MA00208,562
720,H0AZ06068,1
721,H0WA03161,75
722,H0TX03120,7
723,H0IN05219,191
724,P00011833,104
725,H2MD05155,62
726,H6CA31134,3
727,H8IA03124,308
728,H0FL08208,19
729,H0TX22278,1
730,S6RI00221,5
731,S4AK00099,39
732,H6IA02146,4
733,S6GA00119,22
734,H0MT00090,35
735,H0GA09220,1
736,H2PA04135,107
737,H0PA10110,218
738,H8FL07088,9
739,H2FL25018,53
740,H4PA18131,10
741,H8CT01046,19
742,H0CA26145,27
743,H0MO04086,65
744,S8AZ00221,872
745,H0RI01073,64
746,H0NY02267,10
747,H6WA07425,1
748,H0NM01197,6
749,H0CA06162,2
750,H0CA27127,2
751,H0PA17107,1
752,H0CA35146,11
753,S0IA00168,4
754,H8MS04438,1
755,H4TX09095,22
756,S0NH00334,44
757,H2GA13012,8
758,S0NM00124,175
759,H4AL01123,4
760,H0FL19114,39
761,H0FL03233,2
762,H2CA37023,60
763,H8IL09067,114
764,S0KY00461,1
765,H2GA09150,26
766,H0IA02156,184
767,S0NM00090,13
768,H0AR02206,244
769,S6NJ00289,50
770,H2MN07014,16
771,H0PA17099,1
772,H8CO04083,1
773,H0OH09167,4
774,S6IL00292,40
775,H0NY15244,7
776,H0NJ04151,14
777,S0SD00088,2
778,H6WI08155,180
779,H0OK05213,11
780,H0NY18172,94
781,H8PA18181,185
782,H2NC11080,15
783,S4VT00017,2
784,H2WI02124,13
785,H6TN09068,8
786,S8DE00079,5
787,H8NY15148,59
788,H8WV01075,1
789,H6OH04082,464
790,S0AL00297,2
791,H6CA49102,9
792,H4NJ01084,78
793,S8NM00184,71
794,H0NJ05190,48
795,H0TX36021,2
796,H2IL01042,6
797,H0NC03248,2
798,H0GA14097,1
799,S0AL00289,70
800,H8NY01155,65
801,H6AK00045,45
802,H0GA13131,1
803,S4GA11103,8
804,H0GA06192,4
805,H0MA04192,10
806,H6DE00206,27
807,H8MN05239,68
808,H0WA10034,9
809,H8WA03198,94
810,H0AL02194,11
811,H0OH18077,6
812,S8AL00308,15
813,H0NY14239,1
814,H6NC13129,113
815,S0NJ00191,4
816,S2NM00088,2
817,S6IN00191,36
818,S6MD03441,57
819,H2NJ10154,5
820,S0VA00179,10
821,H0MN08156,16
822,H8TN02119,34
823,S8MS00261,146
824,H8TX02067,1
825,H8CA49108,240
826,P80000722,4403
827,H0UT01114,8
828,H4WI04183,14
829,H0FL03241,14
830,H8IL14174,725
831,H8CA39174,383
832,H8CA09060,129
833,H8TX29110,2
834,H2SC07108,5
835,S0AL00230,77
836,H0IL12100,15
837,H0OH04119,5
838,P00011338,10
839,H0CA22102,349
840,H0TX02114,3
841,H4IL03077,49
842,H8NC10097,3
843,H2CA00104,5
844,H2TX26093,88
845,H8IA04106,161
846,H0SC01394,173
847,H8TX23121,691
848,H6WY00159,55
849,H0FL03209,9
850,H6AL04098,53
851,H0NC06241,4
852,H8WV02107,25
853,H8NY09158,10
854,H0UT04092,1
855,H8NY06048,14
856,H8OK02148,1
857,H8MI13250,68
858,H0CA45095,17
859,H0NY10096,2
860,H8AZ02201,8
861,H0KS02170,4
862,H8CA51062,6
863,H8FL27185,172
864,H0IA04129,1
865,S0AZ00350,1582
866,H0NJ03211,10
867,H8MN03143,105
868,S4CO00395,667
869,H0IL03109,3
870,H0MD07122,3
871,H0GA14113,4
872,H0IN05276,13
873,H0AZ01358,5
874,H8MI11254,184
875,H4TX10028,32
876,H0IA04137,11
877,H0VA01235,54
878,H0FL19189,8
879,H0PA06175,2
880,H8AZ06103,7
881,H0ME02083,9
882,H0AL02087,10
883,S4MA00028,502
884,H0NY17281,1
885,H4TX04153,34
886,H0CT03155,42
887,H0IN08114,11
888,H6TX19099,97
889,S0UT00165,17
890,S0ME00103,12
891,S0GA00591,3
892,S0CO00286,93
893,H8TN09114,1
894,H4CA16049,50
895,H0MI11129,10
896,H0VA05152,2
897,S0AL00206,156
898,H0WI07101,2
899,H0OK05247,10
900,H0OH03103,37
901,H0TX22310,108
902,H2AZ07070,27
903,H0CA24157,137
904,H0GA05277,13
905,H4IL07037,2
906,H2OR01133,15
907,S0AL00263,15
908,H6FL09070,32
909,H0NH01290,1
910,H0UT04076,12
911,H0FL13133,76
912,H8MO09153,15
913,H0NJ05208,12
914,H8MI09118,33
915,H0NV04064,2
916,H0NC11258,12
917,H0PA12181,74
918,H4MI12079,17
919,H4TX13014,16
920,H4MI07103,78
921,S0CO00575,786
922,H0NM03078,4
923,S4OK00083,178
924,H8CA20059,1127
925,H8UT03238,21
926,H8NC09123,1190
927,H0FL09081,2
928,H0NM03193,1
929,H4FL15155,20
930,H8IN02177,90
931,H2TX14123,2
932,H4MI04118,8
933,H6FL11126,6
934,H0TX17104,6
935,H8TN07076,58
936,H0NY17174,28
937,S4AR00103,393
938,S0GA00393,67
939,H8TX10185,62
940,H0WA10083,1
941,H0ME02075,8
942,H0GA11036,20
943,H0NM03144,2
944,H8VA05171,15
945,H2CA00120,118
946,S4OK00232,7
947,S4LA00065,285
948,H0CA45087,188
949,H0IN02232,4
950,H0NJ10208,4
951,S0MA00232,25
952,H6PA16320,30
953,S0DE00092,331
954,H0FL20120,1
955,H0NY17224,3
956,S0AR00150,8
957,H8CA01109,44
958,H8FL26039,285
959,H0AR04087,3
960,H8OR02161,1
961,P00016063,5
962,H0CA08135,15
963,H2FL08063,50
964,S6ME00159,1023
965,P00010793,547
966,S8MI00372,482
967,H0SC03077,15
968,H0NY20111,10
969,H6AZ01199,94
970,S8MA00268,3
971,H4CA24142,3
972,H0MN01045,99
973,H0AZ08072,5
974,S8WI00216,3
975,H0MA04143,5
976,H8ME01203,1
977,H0AZ02265,4
978,H0MD02230,2
979,H2TX33040,38
980,P00013276,4
981,H0CA10149,43
982,H8NY12129,32
983,H2PA17079,228
984,H0MI10295,23
985,H0FL07168,1
986,H0MI03290,6
987,S0DE00191,8
988,H8DE01044,25
989,H0WV01072,7
990,H8WI01131,2
991,S0LA00345,3
992,S2CT00132,6
993,H4AS00036,2
994,H0LA05120,10
995,H4AZ06045,80
996,S0OK00370,15
997,H0NE02169,8
998,H0TX32053,5
999,S0CO00468,416
1000,H8MI06155,2
1001,P00007823,1
1002,H8WI09050,1
1003,H8GA06286,134
1004,H0TX11172,27
1005,H0MO04235,1
1006,H8WA08189,175
1007,H0OH14084,58
1008,H8SC01116,480
1009,S2TX00106,1226
1010,H2IL10068,279
1011,H8MO01143,4
1012,H2VI00082,3
1013,H0NY17273,21
1014,H0PA06167,31
1015,H0NV02209,15
1016,H0OH06189,62
1017,H8MT01232,271
1018,H6NJ05171,446
1019,H0MO06073,12
1020,H0UT04043,9
1021,H8LA02054,9
1022,H0TX12246,24
1023,S2MT00096,1054
1024,H0IL11110,1
1025,H6FL01119,65
1026,P00014126,1
1027,H0NJ02155,18
1028,H0GA07273,48
1029,H8OR05107,17
1030,H0TN04195,18
1031,S8NE00216,7
1032,H8IN06152,5
1033,H4MO08162,13
1034,H8FL13136,7
1035,H8PA08174,1
1036,H0KY06179,139
1037,S0NC00319,1
1038,H8FL18028,1
1039,H6NJ01204,20
1040,H0MI02094,37
1041,H6WA09025,26
1042,H0MN02159,6
1043,S0NM00058,355
1044,H8TX10110,18
1045,H0AR03105,12
1046,H8PA09032,1
1047,S0SC00149,1188
1048,H8CT04172,54
1049,H8ID02148,9
1050,H8VA11062,55
1051,H2OK02083,13
1052,H8FL06148,71
1053,H0VA07125,6
1054,P00011312,33
1055,H2CT02112,20
1056,H8OH15076,56
1057,S4MI00355,906
1058,H0AZ07082,1
1059,S6VA00093,544
1060,H8NJ07223,307
1061,S4SC00240,73
1062,S0KS00208,63
1063,H0NJ07261,192
1064,H0CA53107,150
1065,H0CA25170,2
1066,H0PA04279,22
1067,H4MI04126,18
1068,H8FL27029,2
1069,H6VA04061,15
1070,H8MI03079,10
1071,H0FL13141,1
1072,H2GA02031,13
1073,H0CT03072,87
1074,H8AZ08083,118
1075,H8OH13154,8
1076,S6RI00163,111
1077,H0TX24209,233
1078,S0CT00177,27
1079,H0KY05015,9
1080,H8PR00054,3
1081,H0TX05109,60
1082,S8MA00276,1
1083,H8IL04134,23
1084,H2NC07096,42
1085,H2NC13110,3
1086,H4CA35031,21
1087,H0IN05243,20
1088,S8VA00354,3
1089,H8PA15229,280
1090,S2SD00068,71
1091,H2NY00010,16
1092,P00010520,84
1093,S0AK00196,270
1094,H2TX33073,29
1095,P00016741,4
1096,S6IN00175,1
1097,H0NC02158,21
1098,H2HI02128,7
1099,S8MN00552,1
1100,H6FL13197,3
1101,H2OH03067,56
1102,H8MI06171,2
1103,H0TX11214,2
1104,H0PA16034,26
1105,P00015537,5
1106,H0NM01189,17
1107,H6MD07160,33
1108,S4AK00214,439
1109,H0GA08099,15
1110,H0NY05088,1
1111,H6CA24113,63
1112,H0NC11175,104
1113,H8NJ03206,236
1114,H4NC05146,114
1115,H2MA09072,10
1116,S0KS00323,249
1117,H8CA48035,439
1118,H6LA03148,32
1119,H4MO05234,7
1120,H0GA02258,2
1121,H8CA28185,2
